order_id,payment_sequential,payment_type,payment_installments,payment_value
280,1,credit_card,3,153.67
281,1,credit_card,3,46.43
282,1,credit_card,4,102.03
283,1,credit_card,5,119.45
284,1,credit_card,1,44.23
285,1,credit_card,1,67.5
286,5,voucher,1,8.75
287,1,credit_card,2,44.27
288,1,credit_card,1,37.15
289,1,credit_card,2,114.13
290,1,credit_card,1,396.97
291,1,credit_card,10,185.85
292,1,credit_card,3,62.11
293,1,credit_card,2,25.23
294,1,credit_card,5,153.22
295,1,debit_card,1,145.01
296,1,boleto,1,70.89
297,1,credit_card,6,114.34
298,1,credit_card,2,31.38
299,1,credit_card,5,256.5
300,1,boleto,1,341.4
301,1,credit_card,1,143.99
302,1,voucher,1,84.88
303,1,credit_card,8,232.27
304,1,credit_card,5,194.0
305,1,credit_card,1,260.57
306,1,credit_card,1,49.59
307,1,credit_card,3,196.55
308,1,boleto,1,245.94
309,2,voucher,1,72.42
310,1,credit_card,2,217.15
311,1,credit_card,4,152.28
312,1,credit_card,3,72.34
313,1,credit_card,5,128.95
314,1,credit_card,1,56.85
315,1,credit_card,1,20.29
316,1,boleto,1,171.75
317,1,credit_card,1,85.82
318,1,boleto,1,56.05
319,1,boleto,1,26.09
320,1,credit_card,1,41.17
321,1,boleto,1,37.25
322,1,credit_card,5,135.13
323,1,credit_card,5,477.45
324,1,credit_card,2,440.12
325,1,credit_card,1,67.7
326,1,boleto,1,168.51
327,1,boleto,1,31.86
328,1,boleto,1,40.87
329,1,credit_card,10,109.59
330,1,credit_card,3,206.87
331,1,credit_card,1,134.38
332,1,credit_card,1,56.06
333,1,credit_card,3,264.08
334,1,credit_card,10,240.77
335,1,credit_card,2,91.72
336,1,credit_card,4,49.01
337,1,boleto,1,107.87
338,1,credit_card,3,62.01
339,1,credit_card,1,36.69
340,1,credit_card,3,35.0
341,1,credit_card,8,256.37
342,1,credit_card,1,47.84
343,1,credit_card,5,125.87
344,1,credit_card,1,42.39
345,1,credit_card,5,117.53
346,1,credit_card,1,43.28
347,1,credit_card,4,144.54
348,1,boleto,1,126.48
349,1,credit_card,4,125.29
350,1,credit_card,2,229.74
351,1,credit_card,1,124.6
352,1,boleto,1,143.86
353,1,voucher,1,56.89
354,1,boleto,1,46.78
355,8,voucher,1,3.98
356,1,credit_card,3,72.66
357,1,boleto,1,50.1
358,1,boleto,1,85.79
359,1,boleto,1,63.7
360,1,credit_card,10,1586.47
361,1,credit_card,3,433.07
362,1,credit_card,10,642.02
363,1,credit_card,4,263.95
364,1,boleto,1,134.99
365,1,credit_card,1,57.89
366,1,credit_card,1,383.99
367,1,boleto,1,159.31
368,1,credit_card,1,756.91
369,1,credit_card,7,156.22
370,1,credit_card,10,132.95
371,1,boleto,1,48.27
372,1,credit_card,5,107.35
373,1,credit_card,10,110.2
374,1,credit_card,8,368.92
375,1,boleto,1,106.85
376,1,credit_card,8,281.5
377,1,credit_card,2,54.25
378,1,credit_card,5,121.78
379,1,credit_card,2,102.26
380,1,boleto,1,90.62
381,1,boleto,1,75.69
382,1,debit_card,1,42.86
383,1,credit_card,1,35.7
384,1,credit_card,10,444.25
385,1,credit_card,1,69.16
386,2,voucher,1,30.0
387,1,credit_card,2,65.71
388,1,credit_card,1,29.29
389,1,credit_card,1,37.74
390,2,voucher,1,30.0
391,1,credit_card,2,145.9
392,1,credit_card,1,79.88
393,1,credit_card,5,108.0
394,1,credit_card,6,348.74
395,1,credit_card,6,88.78
396,1,credit_card,4,953.71
397,1,credit_card,6,125.77
398,1,credit_card,3,64.05
399,1,boleto,1,127.69
400,1,credit_card,1,62.42
401,1,credit_card,5,55.69
402,1,credit_card,7,146.13
403,1,credit_card,5,349.99
404,1,credit_card,1,91.28
405,1,boleto,1,108.64
406,1,credit_card,2,158.98
407,1,credit_card,1,20.75
408,1,boleto,1,72.9
409,1,credit_card,3,543.83
410,1,credit_card,2,67.12
411,1,credit_card,6,139.07
412,1,boleto,1,126.68
413,1,credit_card,1,41.42
414,1,boleto,1,203.16
415,1,credit_card,8,540.02
416,1,boleto,1,368.6
417,1,credit_card,4,107.78
418,1,credit_card,10,387.27
419,1,credit_card,10,107.23
420,1,credit_card,2,101.25
421,1,credit_card,1,26.09
422,1,boleto,1,244.35
423,1,credit_card,10,117.85
424,1,credit_card,3,171.32
425,1,credit_card,10,202.44
426,1,boleto,1,73.03
427,1,credit_card,4,264.67
428,1,credit_card,1,68.7
429,1,boleto,1,55.13
430,1,credit_card,2,92.99
431,1,credit_card,3,36.0
432,1,credit_card,1,17.87
433,1,credit_card,1,58.38
434,2,voucher,1,50.0
435,1,credit_card,10,1995.69
436,1,credit_card,3,130.14
437,1,boleto,1,710.23
438,1,credit_card,1,68.0
439,1,credit_card,5,59.51
440,1,credit_card,5,371.94
441,1,credit_card,10,667.99
442,1,credit_card,1,63.89
443,1,credit_card,4,49.34
444,1,boleto,1,147.0
445,1,credit_card,1,354.64
446,1,credit_card,4,59.71
447,1,credit_card,8,408.66
448,1,credit_card,5,51.66
449,1,credit_card,2,386.46
450,1,credit_card,2,69.54
451,1,credit_card,1,21.94
452,1,credit_card,1,52.34
453,1,credit_card,1,114.25
454,1,credit_card,2,162.83
455,1,credit_card,1,172.92
456,1,credit_card,7,81.72
457,1,credit_card,2,151.79
458,1,credit_card,4,243.62
459,1,boleto,1,56.42
460,1,credit_card,4,45.13
461,1,boleto,1,108.64
462,1,credit_card,4,64.51
463,1,credit_card,8,193.5
464,1,boleto,1,110.63
465,1,credit_card,5,200.55
466,1,credit_card,1,41.71
467,1,credit_card,1,54.43
468,1,credit_card,3,77.64
469,1,boleto,1,280.08
470,1,credit_card,5,101.34
471,1,credit_card,1,77.57
472,1,credit_card,4,60.2
473,1,boleto,1,48.1
474,1,boleto,1,76.02
475,1,credit_card,2,84.56
476,2,voucher,1,20.0
477,1,credit_card,4,48.16
478,1,debit_card,1,265.41
479,1,credit_card,5,127.53
480,1,credit_card,2,128.73
481,1,credit_card,3,37.37
482,1,credit_card,5,150.15
483,1,credit_card,2,36.16
484,1,credit_card,4,198.0
485,1,credit_card,5,112.4
486,1,credit_card,1,35.4
487,1,credit_card,6,189.98
488,1,credit_card,2,228.6
489,1,credit_card,8,314.21
490,1,credit_card,1,22.29
491,1,credit_card,8,257.3
492,1,credit_card,6,162.99
493,1,boleto,1,51.03
494,1,credit_card,12,190.09
495,1,credit_card,7,374.24
496,1,credit_card,5,53.15
497,1,credit_card,2,88.2
498,2,voucher,1,25.9
499,1,credit_card,1,46.81
500,1,boleto,1,131.47
501,1,credit_card,3,258.71
502,1,credit_card,1,84.23
503,1,credit_card,10,156.73
504,1,boleto,1,69.9
505,1,boleto,1,48.13
506,1,credit_card,6,187.15
507,1,credit_card,3,69.99
508,2,voucher,1,25.0
509,1,credit_card,2,162.1
510,1,credit_card,1,57.11
511,1,credit_card,1,154.87
512,1,credit_card,4,236.81
513,1,credit_card,1,102.53
514,1,credit_card,3,65.1
515,1,boleto,1,93.64
516,1,boleto,1,64.09
517,1,credit_card,5,279.4
518,1,credit_card,5,205.43
519,1,credit_card,4,89.57
520,1,boleto,1,75.07
521,1,credit_card,4,63.23
522,1,credit_card,1,0.52
523,1,credit_card,10,231.27
524,1,boleto,1,41.69
525,1,credit_card,4,69.41
526,1,credit_card,1,72.75
527,1,credit_card,2,24.29
528,1,credit_card,5,88.49
529,1,credit_card,7,71.66
530,1,credit_card,2,80.81
531,1,credit_card,2,132.82
532,1,credit_card,7,394.07
533,1,credit_card,2,165.5
534,1,credit_card,2,98.47
535,1,credit_card,2,49.77
536,1,credit_card,8,180.91
537,1,credit_card,4,40.63
538,1,debit_card,1,71.63
539,1,credit_card,5,262.94
540,1,credit_card,3,62.22
541,1,credit_card,5,311.57
542,1,debit_card,1,93.22
543,1,boleto,1,100.21
544,1,credit_card,4,125.43
545,1,boleto,1,80.55
546,1,credit_card,2,373.44
547,1,credit_card,3,62.31
548,1,debit_card,1,36.35
549,1,credit_card,2,29.38
550,1,credit_card,10,102.47
551,1,credit_card,3,130.0
552,1,credit_card,5,69.13
553,1,credit_card,1,86.24
554,1,credit_card,1,74.29
555,1,credit_card,7,70.72
556,1,credit_card,3,199.0
557,1,credit_card,3,340.47
558,1,credit_card,4,48.74
559,1,credit_card,2,28.08
560,1,voucher,1,59.9
561,1,credit_card,1,166.29
562,1,boleto,1,51.1
563,1,credit_card,1,67.83
564,1,credit_card,3,164.35
565,1,boleto,1,79.09
566,1,boleto,1,93.69
567,1,credit_card,2,59.82
568,1,credit_card,3,159.03
569,1,credit_card,9,92.57
570,1,credit_card,4,42.77
571,1,credit_card,8,453.74
572,1,credit_card,3,234.08
573,1,credit_card,2,67.62
574,1,credit_card,1,19.33
575,1,credit_card,3,143.18
576,1,credit_card,4,112.83
577,1,boleto,1,85.92
578,1,credit_card,4,102.05
579,1,credit_card,3,134.12
580,1,credit_card,1,112.13
581,1,credit_card,1,70.75
582,1,credit_card,7,77.6
583,1,credit_card,1,197.04
584,1,credit_card,1,93.18
585,1,boleto,1,44.72
586,1,credit_card,1,26.38
587,1,debit_card,1,149.14
588,1,credit_card,4,106.32
589,1,credit_card,8,246.96
590,1,credit_card,1,22.29
591,1,credit_card,3,57.48
592,1,credit_card,4,105.28
593,1,credit_card,8,203.54
594,1,credit_card,2,330.4
595,1,boleto,1,108.68
596,1,boleto,1,415.93
597,1,credit_card,10,314.21
598,1,credit_card,1,206.08
599,1,credit_card,1,27.7
600,1,boleto,1,19.48
601,1,credit_card,2,121.09
602,1,credit_card,1,206.76
603,1,credit_card,1,142.21
604,1,boleto,1,73.34
605,1,credit_card,1,72.62
606,1,credit_card,1,86.24
607,1,boleto,1,230.1
608,1,boleto,1,206.14
609,1,boleto,1,212.73
610,1,credit_card,1,94.82
611,1,boleto,1,126.44
612,2,voucher,1,140.08
613,1,credit_card,1,68.87
614,1,credit_card,2,87.58
615,1,credit_card,10,305.19
616,1,credit_card,5,161.88
617,1,debit_card,1,88.08
618,1,credit_card,3,92.5
619,1,credit_card,1,43.0
620,1,credit_card,2,116.36
621,1,boleto,1,64.48
622,1,boleto,1,37.69
623,1,credit_card,2,150.52
624,1,credit_card,6,314.3
625,1,credit_card,8,396.35
626,2,debit_card,1,98.33
627,1,credit_card,1,120.92
628,1,credit_card,1,76.17
629,1,credit_card,1,104.43
630,1,credit_card,1,105.94
631,1,credit_card,3,110.04
632,1,boleto,1,730.95
633,1,credit_card,4,128.77
634,1,credit_card,8,82.1
635,1,boleto,1,53.39
636,1,credit_card,3,61.79
637,1,boleto,1,86.83
638,1,credit_card,1,45.3
639,1,credit_card,1,25.5
640,2,voucher,1,103.79
641,1,credit_card,6,114.28
642,1,credit_card,2,57.78
643,1,credit_card,1,124.15
644,1,credit_card,3,64.1
645,1,credit_card,10,179.92
646,1,boleto,1,40.01
647,1,credit_card,5,104.27
648,1,credit_card,8,307.96
649,1,credit_card,2,31.29
650,1,credit_card,1,38.13
651,1,voucher,1,52.01
652,1,credit_card,1,35.05
653,1,credit_card,8,186.49
654,1,credit_card,4,99.95
655,1,credit_card,4,215.62
656,1,credit_card,3,206.2
657,1,boleto,1,55.06
658,1,credit_card,1,21.04
659,1,credit_card,1,26.45
660,1,credit_card,1,127.53
661,1,credit_card,10,223.14
662,1,credit_card,2,56.41
663,1,boleto,1,566.63
664,1,credit_card,2,39.41
665,1,credit_card,6,148.64
666,1,credit_card,4,64.0
667,1,credit_card,3,151.09
668,1,boleto,1,93.91
669,1,credit_card,2,71.14
670,1,credit_card,3,188.06
671,1,credit_card,2,257.21
672,1,credit_card,4,692.94
673,1,credit_card,8,181.1
674,1,boleto,1,202.26
675,1,credit_card,3,164.15
676,1,credit_card,10,137.13
677,1,credit_card,1,2.01
678,1,boleto,1,272.58
679,1,credit_card,4,87.36
680,5,voucher,1,16.54
681,1,credit_card,4,234.19
682,1,boleto,1,86.37
683,1,boleto,1,33.0
684,1,credit_card,1,10.89
685,1,credit_card,4,84.14
686,1,boleto,1,43.28
687,1,credit_card,1,47.95
688,1,boleto,1,76.08
689,1,boleto,1,104.37
690,1,credit_card,1,69.61
691,1,credit_card,3,121.09
692,1,credit_card,7,238.65
693,1,credit_card,4,181.59
694,1,credit_card,2,135.26
695,1,credit_card,3,51.09
696,1,credit_card,3,1783.44
697,1,credit_card,3,145.01
698,1,credit_card,10,231.27
699,1,boleto,1,70.03
700,1,credit_card,10,1432.92
701,1,voucher,1,45.24
702,2,voucher,1,50.0
703,1,credit_card,1,64.01
704,1,credit_card,6,148.18
705,1,credit_card,1,171.53
706,1,credit_card,3,86.15
707,1,debit_card,1,22.79
708,1,credit_card,2,58.16
709,1,boleto,1,149.42
710,1,credit_card,1,44.53
711,1,credit_card,2,152.82
712,1,credit_card,8,82.92
713,1,boleto,1,66.69
714,1,boleto,1,52.75
715,1,credit_card,5,105.94
716,1,credit_card,8,413.31
717,1,credit_card,3,112.09
718,1,credit_card,4,186.36
719,1,credit_card,3,165.22
720,1,credit_card,3,49.02
721,1,debit_card,1,173.68
722,1,credit_card,2,205.07
723,1,credit_card,1,21.04
724,1,credit_card,2,132.68
725,1,credit_card,1,36.09
726,1,boleto,1,66.44
727,1,boleto,1,161.62
728,1,credit_card,1,27.75
729,1,credit_card,1,91.28
730,2,voucher,1,81.93
731,1,credit_card,2,167.92
732,1,credit_card,1,61.36
733,1,credit_card,2,60.0
734,1,credit_card,3,39.01
735,1,credit_card,3,39.78
736,1,credit_card,2,64.23
737,1,credit_card,4,186.92
738,1,credit_card,2,43.29
739,1,credit_card,1,59.13
740,1,credit_card,3,33.51
741,1,debit_card,1,33.1
742,1,voucher,1,148.06
743,1,credit_card,2,189.56
744,1,credit_card,5,105.38
745,1,boleto,1,69.06
746,1,voucher,1,85.24
747,1,credit_card,5,179.46
748,1,credit_card,1,168.35
749,2,voucher,1,100.0
750,1,credit_card,1,77.89
751,1,credit_card,1,99.43
752,1,credit_card,1,407.9
753,3,voucher,1,15.0
754,1,credit_card,2,424.04
755,1,credit_card,3,157.2
756,1,credit_card,4,162.03
757,1,credit_card,8,188.5
758,1,credit_card,1,65.47
759,1,credit_card,1,39.42
760,1,credit_card,5,365.32
761,1,credit_card,6,65.11
762,1,credit_card,10,188.34
763,1,boleto,1,35.4
764,1,credit_card,10,590.72
765,1,boleto,1,36.75
766,1,credit_card,2,81.73
767,1,credit_card,1,17.86
768,1,boleto,1,108.97
769,1,credit_card,10,569.66
770,1,credit_card,4,48.13
771,1,credit_card,2,63.1
772,1,boleto,1,39.42
773,1,boleto,1,74.03
774,1,boleto,1,66.78
775,1,credit_card,1,36.59
776,1,credit_card,5,272.64
777,1,credit_card,1,64.34
778,1,boleto,1,49.05
779,1,credit_card,7,163.69
780,1,credit_card,6,443.85
781,1,credit_card,6,165.31
782,1,credit_card,10,1180.51
783,1,credit_card,1,706.84
784,2,voucher,1,20.0
785,1,credit_card,1,135.97
786,1,credit_card,1,56.99
787,1,credit_card,1,43.58
788,1,credit_card,4,48.15
789,1,credit_card,1,76.87
790,1,credit_card,1,2.78
791,1,credit_card,2,123.59
792,1,boleto,1,128.07
793,1,credit_card,2,185.84
794,1,credit_card,1,85.81
795,1,credit_card,1,149.54
796,1,credit_card,1,32.38
797,1,credit_card,1,23.38
798,1,credit_card,1,98.86
799,1,credit_card,8,124.21
800,1,credit_card,6,191.58
801,1,credit_card,2,123.04
802,1,credit_card,1,26.38
803,1,credit_card,2,71.49
804,1,credit_card,1,153.98
805,1,credit_card,1,55.91
806,1,credit_card,6,86.06
807,1,credit_card,1,33.1
808,1,credit_card,10,360.29
809,1,credit_card,10,105.24
810,1,credit_card,3,114.85
811,2,voucher,1,0.01
812,1,credit_card,1,65.57
813,1,credit_card,3,88.9
814,1,credit_card,1,76.78
815,1,credit_card,10,680.96
816,5,voucher,1,27.91
817,1,credit_card,2,61.79
818,1,credit_card,1,40.96
819,1,credit_card,2,149.0
820,1,credit_card,7,75.7
821,1,credit_card,4,356.9
822,1,credit_card,2,165.96
823,1,credit_card,2,61.19
824,1,credit_card,1,43.37
825,1,credit_card,2,40.86
826,1,credit_card,1,84.81
827,4,voucher,1,8.24
828,1,credit_card,3,191.93
829,1,credit_card,1,32.72
830,1,boleto,1,32.77
831,1,credit_card,5,50.5
832,1,credit_card,3,37.05
833,1,credit_card,1,70.36
834,1,credit_card,1,38.0
835,1,boleto,1,196.81
836,1,boleto,1,46.84
837,1,credit_card,10,367.2
838,1,credit_card,4,195.36
839,1,credit_card,7,144.8
840,1,boleto,1,28.62
841,1,boleto,1,160.74
842,2,voucher,1,103.59
843,1,credit_card,1,10.39
844,1,credit_card,1,31.75
845,1,credit_card,5,116.23
846,1,credit_card,4,40.43
847,1,boleto,1,66.64
848,1,voucher,1,17.01
849,1,boleto,1,189.96
850,1,boleto,1,170.37
851,1,credit_card,2,50.9
852,1,credit_card,1,133.64
853,1,boleto,1,543.29
854,1,credit_card,2,42.75
855,1,credit_card,2,161.01
856,1,boleto,1,72.83
857,1,boleto,1,1605.14
858,1,boleto,1,130.6
859,1,credit_card,1,69.67
860,1,credit_card,2,70.97
861,1,credit_card,10,255.76
862,1,credit_card,4,75.4
863,1,credit_card,3,109.93
864,1,credit_card,1,71.14
865,1,credit_card,3,113.33
866,1,credit_card,1,292.86
867,1,credit_card,2,129.15
868,1,credit_card,7,177.67
869,1,credit_card,1,27.48
870,1,credit_card,1,140.94
871,1,boleto,1,23.0
872,1,credit_card,1,49.09
873,1,credit_card,1,84.79
874,1,boleto,1,111.02
875,1,credit_card,1,42.44
876,1,credit_card,1,210.56
877,1,credit_card,4,42.74
878,1,boleto,1,50.1
879,1,credit_card,1,67.23
880,1,credit_card,4,46.66
881,1,credit_card,1,201.05
882,1,credit_card,4,81.47
883,1,boleto,1,79.69
884,1,credit_card,4,45.12
885,1,boleto,1,250.04
886,1,credit_card,7,108.88
887,1,credit_card,1,189.66
888,1,credit_card,3,135.47
889,1,boleto,1,104.07
890,1,credit_card,3,184.08
891,1,boleto,1,164.01
892,1,credit_card,3,91.21
893,1,credit_card,7,129.0
894,1,credit_card,2,84.28
895,1,credit_card,1,57.67
896,1,credit_card,3,97.79
897,1,debit_card,1,53.9
898,1,boleto,1,35.09
899,1,boleto,1,218.04
900,1,boleto,1,67.93
901,1,boleto,1,40.53
902,1,credit_card,6,97.23
903,1,credit_card,6,159.39
904,1,boleto,1,167.07
905,2,voucher,1,50.0
906,1,credit_card,2,93.4
907,1,credit_card,4,276.11
908,1,credit_card,3,149.16
909,1,credit_card,2,175.13
910,1,credit_card,1,143.99
911,1,boleto,1,131.8
912,1,boleto,1,88.54
913,1,credit_card,1,109.31
914,1,boleto,1,63.05
915,1,credit_card,8,353.29
916,1,credit_card,3,276.44
917,1,boleto,1,45.95
918,1,credit_card,2,116.99
919,1,boleto,1,46.0
920,2,voucher,1,23.23
921,1,credit_card,1,119.18
922,1,boleto,1,32.13
923,1,credit_card,5,222.15
924,1,boleto,1,59.22
925,1,boleto,1,204.81
926,1,credit_card,2,73.34
927,1,credit_card,1,131.03
928,1,credit_card,3,57.69
929,1,credit_card,1,27.79
930,1,boleto,1,224.45
931,1,credit_card,1,135.6
932,1,credit_card,7,76.08
933,1,credit_card,1,67.14
934,1,boleto,1,137.97
935,1,boleto,1,68.12
936,1,credit_card,3,73.61
937,1,credit_card,3,117.94
938,1,credit_card,3,84.52
939,1,credit_card,8,138.84
940,1,credit_card,1,5.37
941,1,credit_card,4,119.48
942,1,credit_card,1,77.5
943,1,boleto,1,84.05
944,1,boleto,1,149.73
